var_x,var_y,n,r,r2,p_value,slope,intercept,stderr
fsle_fsle_max,glorys_thetao_surface,8084,-0.25467731487807266,0.06486053471350497,7.126569477413498e-120,-12.505769009062714,6.367386527927238,0.528200624244732
glorys_bottomT_surface,glorys_thetao_surface,14367,0.7076334704220162,0.5007451284615064,0.0,0.9979098018587188,0.33684538807044806,0.008313640915823515
glorys_mlotst_surface,glorys_thetao_surface,14367,0.38874071242688674,0.15111934149816345,0.0,0.25639618918934043,4.569189140845104,0.0050701644261333546
BOTSALIN,glorys_thetao_surface_grad,6605,0.3435499092723138,0.11802654016101506,2.382107300373532e-182,0.02182583837896966,-0.6789156532601682,0.0007342402807453328
BOTTEMP,glorys_thetao_surface_grad,6605,0.4477135728001015,0.20044744326943179,4e-323,0.014088496072618528,-0.07332611855985045,0.0003462718874693951
EXPCATCHNUM_log,glorys_thetao_surface_grad,12524,0.03577362095490591,0.0012797519562252832,6.219291027330335e-05,0.0037237878226557886,0.04201469438049817,0.0009296235220707164
EXPCATCHWT_log,glorys_thetao_surface_grad,13299,-0.01854748022265809,0.00034400902260989306,0.032443584067425875,-0.0013605349058955702,0.0451752558621005,0.0006360235902486131
SURFSALIN,glorys_thetao_surface_grad,6605,0.296657206281054,0.08800549803847983,2.712902402707565e-134,0.02570070286823384,-0.7717706603625022,0.001018158894605766
SURFTEMP,glorys_thetao_surface_grad,6605,0.2709370375807032,0.07340687833300738,1.748355571420479e-111,0.0074420864782770895,-0.018247869633963153,0.00032538701790296005
curl_stress_curl,glorys_thetao_surface_grad,12284,0.04805470489527706,0.002309254662572165,9.897625549751905e-08,3974.03372870809,0.04750309205523893,745.3479468707618
fsle_fsle_max,glorys_thetao_surface_grad,8011,-0.14032576936657756,0.019691321548321917,1.6325406297845584e-36,-0.17083526557589315,0.02945750677092054,0.013468907551268438
glorys_bottomT_surface,glorys_thetao_surface_grad,13662,0.41574767471946883,0.17284612903464527,0.0,0.013114813470511359,-0.05783714971143246,0.00024547094401310745
glorys_mlotst_surface,glorys_thetao_surface_grad,13662,0.2781016150374169,0.07734050828641964,4.195218257707386e-241,0.004027242824993804,-0.0103084608661696,0.0001190144469195725
glorys_thetao_surface,glorys_thetao_surface_grad,13662,0.4915030263612678,0.24157522492228511,0.0,0.010823008857590953,-0.043137372874316474,0.00016407889539762677
BOTSALIN,glorys_so_surface,7032,0.5990006902560099,0.35880182692717627,0.0,0.536273812368099,13.853729439108822,0.00855022892104447
BOTTEMP,glorys_so_surface,7032,0.5667561954168726,0.32121258504340827,0.0,0.2573312303486818,29.41937161454062,0.004461546754764538
EXPCATCHNUM_log,glorys_so_surface,13170,-0.001153413376259873,1.330362416535199e-06,0.8947043645099645,-0.0020007431031591615,32.08475656401575,0.015116322436960686
EXPCATCHWT_log,glorys_so_surface,13982,-0.010706691347899644,0.0001146332396191891,0.20553411888970438,-0.01308887089364584,32.09011598549718,0.010338759227976647
SURFSALIN,glorys_so_surface,7032,0.6555719822409124,0.4297746238992792,0.0,0.8042269169545215,6.105208981063285,0.011048512916770855
SURFTEMP,glorys_so_surface,7032,0.42048101538400273,0.17680428429836195,2.2274871758602117e-299,0.1694970885506164,30.13904037214417,0.004362040953467859
curl_stress_curl,glorys_so_surface,12286,-0.000384928853880067,1.4817022254942199e-07,0.965970945224771,-510.806344163411,32.25764803819298,11973.079877207922
fsle_fsle_max,glorys_so_surface,8084,-0.1701554848436292,0.028952889022370525,1.4242691569602843e-53,-2.647904434742628,31.918793360193526,0.17057566823976028
glorys_bottomT_surface,glorys_so_surface,14367,0.4535305061271312,0.2056899199879318,0.0,0.23819018221460647,30.25445113718876,0.0039053465119129535
glorys_mlotst_surface,glorys_so_surface,14367,0.4753210434930997,0.2259300943873692,0.0,0.1167543342191415,30.508391021685085,0.0018031142525321796
glorys_thetao_surface,glorys_so_surface,14367,0.5926999828941808,0.3512932697227622,0.0,0.2207340566064151,30.318758534049586,0.0025026828452364815
glorys_thetao_surface_grad,glorys_so_surface,13662,0.4721711213400921,0.22294556782755998,0.0,7.896819417772694,31.798687349101836,0.12614009583323108
